"name","value","year","lastValue","rank"
"Skin and subcutaneous diseases",31.56038159,1993,30.88378654,18
"Skin and subcutaneous diseases",32.17429021,1994,31.56038159,18
"Skin and subcutaneous diseases",32.81198932,1995,32.17429021,18
"Skin and subcutaneous diseases",33.41486552,1996,32.81198932,18
"Skin and subcutaneous diseases",33.99051205,1997,33.41486552,18
"Skin and subcutaneous diseases",34.63005697,1998,33.99051205,17
"Skin and subcutaneous diseases",35.3333605,1999,34.63005697,17
"Skin and subcutaneous diseases",36.37982827,2000,35.3333605,17
"Skin and subcutaneous diseases",36.06394112,2001,36.37982827,17
"Skin and subcutaneous diseases",36.77984726,2002,36.06394112,17
"Skin and subcutaneous diseases",38.0574446,2003,36.77984726,17
"Skin and subcutaneous diseases",39.85387821,2004,38.0574446,17
"Skin and subcutaneous diseases",41.69284219,2005,39.85387821,16
"Skin and subcutaneous diseases",43.08572667,2006,41.69284219,16
"Skin and subcutaneous diseases",44.57537022,2007,43.08572667,17
"Skin and subcutaneous diseases",46.54460358,2008,44.57537022,17
"Skin and subcutaneous diseases",48.42521481,2009,46.54460358,17
"Skin and subcutaneous diseases",50.02342939,2010,48.42521481,17
"Skin and subcutaneous diseases",50.83877103,2011,50.02342939,17
"Skin and subcutaneous diseases",51.30779953,2012,50.83877103,17
"Skin and subcutaneous diseases",51.57086411,2013,51.30779953,17
"Skin and subcutaneous diseases",51.68595328,2014,51.57086411,17
"Skin and subcutaneous diseases",51.21053076,2015,51.68595328,17
"Skin and subcutaneous diseases",50.85726368,2016,51.21053076,17
"Skin and subcutaneous diseases",50.56148221,2017,50.85726368,17
"Substance use disorders",28.85445503,1990,NA,19
"Substance use disorders",29.88878492,1991,28.85445503,19
"Substance use disorders",31.08499733,1992,29.88878492,18
"Substance use disorders",32.17435695,1993,31.08499733,17
"Substance use disorders",33.28266881,1994,32.17435695,17
"Substance use disorders",34.46441994,1995,33.28266881,17
"Substance use disorders",35.68895776,1996,34.46441994,17
"Substance use disorders",36.93277767,1997,35.68895776,17
"Substance use disorders",38.44090277,1998,36.93277767,16
"Substance use disorders",40.02776488,1999,38.44090277,16
"Substance use disorders",42.36648483,2000,40.02776488,16
"Substance use disorders",42.48563489,2001,42.36648483,16
"Substance use disorders",46.23742174,2002,42.48563489,16
"Substance use disorders",46.25296626,2003,46.23742174,16
"Substance use disorders",41.56080207,2004,46.25296626,16
"Substance use disorders",40.45491819,2005,41.56080207,17
"Substance use disorders",41.63401817,2006,40.45491819,17
"Substance use disorders",45.63233819,2007,41.63401817,16
"Substance use disorders",48.68183561,2008,45.63233819,16
"Substance use disorders",51.316001,2009,48.68183561,16
"Substance use disorders",54.09861417,2010,51.316001,16
"Substance use disorders",56.6630281,2011,54.09861417,16
"Substance use disorders",59.00987282,2012,56.6630281,16
"Substance use disorders",61.34538895,2013,59.00987282,16
"Substance use disorders",63.65092538,2014,61.34538895,16
"Substance use disorders",65.71166387,2015,63.65092538,15
"Substance use disorders",67.78324624,2016,65.71166387,15
"Substance use disorders",69.44778583,2017,67.78324624,15
"Transport injuries",2260.200349,1990,NA,4
"Transport injuries",2366.252103,1991,2260.200349,4
"Transport injuries",2178.639868,1992,2366.252103,4
"Transport injuries",2116.201208,1993,2178.639868,4
"Transport injuries",2056.02364,1994,2116.201208,4
"Transport injuries",2007.047504,1995,2056.02364,4
"Transport injuries",1964.858969,1996,2007.047504,4
"Transport injuries",1929.785205,1997,1964.858969,4
"Transport injuries",1890.862324,1998,1929.785205,4
"Transport injuries",1866.050363,1999,1890.862324,4
"Transport injuries",1844.172687,2000,1866.050363,4
"Transport injuries",1832.389892,2001,1844.172687,4
"Transport injuries",1889.241897,2002,1832.389892,3
"Transport injuries",1882.472875,2003,1889.241897,3
"Transport injuries",1869.838796,2004,1882.472875,3
"Transport injuries",1878.320412,2005,1869.838796,3
"Transport injuries",1863.074478,2006,1878.320412,3
"Transport injuries",1836.203395,2007,1863.074478,2
"Transport injuries",1778.72582,2008,1836.203395,2
"Transport injuries",1742.590652,2009,1778.72582,3
"Transport injuries",1720.129624,2010,1742.590652,3
"Transport injuries",1695.848533,2011,1720.129624,3
"Transport injuries",1671.301798,2012,1695.848533,3
"Transport injuries",1663.75347,2013,1671.301798,3
"Transport injuries",1638.246194,2014,1663.75347,3
"Transport injuries",1604.270429,2015,1638.246194,3
"Transport injuries",1568.184261,2016,1604.270429,3
"Transport injuries",1524.399073,2017,1568.184261,3
"Unintentional injuries",2212.134156,1990,NA,5
"Unintentional injuries",1708.922991,1991,2212.134156,5
"Unintentional injuries",1648.328197,1992,1708.922991,5
"Unintentional injuries",1592.119108,1993,1648.328197,6
"Unintentional injuries",1589.73096,1994,1592.119108,6
"Unintentional injuries",1488.834637,1995,1589.73096,6
"Unintentional injuries",1451.407367,1996,1488.834637,6
"Unintentional injuries",1492.493307,1997,1451.407367,6
"Unintentional injuries",1389.61544,1998,1492.493307,6
"Unintentional injuries",1335.823867,1999,1389.61544,6
"Unintentional injuries",1293.803456,2000,1335.823867,6
"Unintentional injuries",1281.97746,2001,1293.803456,6
"Unintentional injuries",1284.066148,2002,1281.97746,6
"Unintentional injuries",1289.356452,2003,1284.066148,6
"Unintentional injuries",1275.6503,2004,1289.356452,6
"Unintentional injuries",1211.03946,2005,1275.6503,6
"Unintentional injuries",1259.885585,2006,1211.03946,6
"Unintentional injuries",1157.6602,2007,1259.885585,6
"Unintentional injuries",1118.988938,2008,1157.6602,6
"Unintentional injuries",1127.93844,2009,1118.988938,6
"Unintentional injuries",1079.95177,2010,1127.93844,6
"Unintentional injuries",1055.119756,2011,1079.95177,5
"Unintentional injuries",1038.036593,2012,1055.119756,5
"Unintentional injuries",1012.71804,2013,1038.036593,5
"Unintentional injuries",986.5485126,2014,1012.71804,5
"Unintentional injuries",1337.640295,2015,986.5485126,4
"Unintentional injuries",940.7286835,2016,1337.640295,5
"Unintentional injuries",911.8928532,2017,940.7286835,4
